HH_ID,repeat_instance,collection_date,village,total_num_mosq_in_hh,abdominal_status,species_type,collection_week,collection_month_year_combo,sample_id_mosquito,sample_id_head,HbtubCT1_h,HbtubCT2_h,pfr364CT1_h,pfr364CT2_h,pfr364Q1_h,pfr364Q2_h,pf_pcr_infection_status_sample_level_h,pfr364Q_combined_h,hb_status_sample_level_h,sample_id_abdomen,HbtubCT1_a,HbtubCT2_a,pfr364CT1_a,pfr364CT2_a,pfr364Q1_a,pfr364Q2_a,pf_pcr_infection_status_sample_level_a,pfr364Q_combined_a,hb_status_sample_level_a,pf_infection_status_mosquito_level,hb_status_mosquito_level
K01,2,2017-06-27,Kinesamo,6,Blood Fed,Un-identified,26,6-2017,K01 00011,K01 H00011,NA,NA,NA,NA,NA,NA,negative,NA,negative,K01 A00011,32.285,32.377,36.182,34.991,5e-6,1e-5,positive,7.500000000000001e-6,positive,positive,positive
K01,2,2017-06-27,Kinesamo,6,Blood Fed,Un-identified,26,6-2017,K01 00012,K01 H00012,NA,NA,25.893,25.585,0.001487,0.001761,positive,0.001624,negative,K01 A00012,NA,NA,31.473,31.456,7e-5,7e-5,positive,7e-5,negative,positive,negative
K01,2,2017-06-27,Kinesamo,6,Blood Fed,Un-identified,26,6-2017,K01 00013,K01 H00013,32.672,33.36,35.907,NA,6e-6,NA,positive,6e-6,positive,K01 A00013,35.846,34.626,NA,37.087,NA,3e-6,positive,3e-6,positive,positive,positive
K01,2,2017-06-27,Kinesamo,6,Blood Fed,Un-identified,26,6-2017,K01 00014,K01 H00014,34.3,34.162,NA,NA,NA,NA,negative,NA,positive,K01 A00014,33.671,34.064,NA,NA,NA,NA,negative,NA,positive,negative,positive
K01,2,2017-06-27,Kinesamo,6,Blood Fed,Un-identified,26,6-2017,K01 00015,K01 H00015,NA,35.848,NA,NA,NA,NA,negative,NA,positive,K01 A00015,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M14,2,2017-06-28,Maruti,5,Blood Fed,Un-identified,26,6-2017,M14 00003,M14 H00003,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00003,34.393,32.979,NA,37.475,NA,4e-6,positive,4e-6,positive,positive,positive
M14,2,2017-06-28,Maruti,5,Unfed,Un-identified,26,6-2017,M14 00004,M14 H00004,NA,35.08,NA,NA,NA,NA,negative,NA,positive,M14 A00004,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M14,2,2017-06-28,Maruti,5,Blood Fed,Un-identified,26,6-2017,M14 00005,M14 H00005,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00005,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M14,2,2017-06-28,Maruti,5,Blood Fed,Un-identified,26,6-2017,M14 00006,M14 H00006,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00006,35.963,36.101,39.329,NA,1e-6,NA,positive,1e-6,positive,positive,positive
M14,2,2017-06-28,Maruti,5,Blood Fed,Un-identified,26,6-2017,M14 00007,M14 H00007,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00007,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M03,2,2017-06-28,Maruti,3,Blood Fed,Un-identified,26,6-2017,M03 00004,M03 H00004,37.477,39.022,NA,NA,NA,NA,negative,NA,positive,M03 A00004,35.939,34.683,NA,NA,NA,NA,negative,NA,positive,negative,positive
M03,2,2017-06-28,Maruti,3,Blood Fed,Un-identified,26,6-2017,M03 00005,M03 H00005,NA,38.418,NA,NA,NA,NA,negative,NA,positive,M03 A00005,31.769,31.313,NA,NA,NA,NA,negative,NA,positive,negative,positive
M03,2,2017-06-28,Maruti,3,Blood Fed,Un-identified,26,6-2017,M03 00006,M03 H00006,36.754,35.399,NA,NA,NA,NA,negative,NA,positive,M03 A00006,31.464,31.26,NA,NA,NA,NA,negative,NA,positive,negative,positive
M13,2,2017-06-28,Maruti,6,Unfed,Un-identified,26,6-2017,M13 00007,M13 H00007,NA,NA,31.342,31.247,6e-5,6.3e-5,positive,6.15e-5,negative,M13 A00007,NA,NA,33.148,33.596,2.1e-5,1.7e-5,positive,1.9e-5,negative,positive,negative
M13,2,2017-06-28,Maruti,6,Gravid,Un-identified,26,6-2017,M13 00008,M13 H00008,NA,NA,NA,NA,NA,NA,negative,NA,negative,M13 A00008,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M13,2,2017-06-28,Maruti,6,Gravid,Un-identified,26,6-2017,M13 00009,M13 H00009,35.442,NA,32.882,33.321,2.5e-5,1.9e-5,positive,2.2e-5,positive,M13 A00009,NA,NA,38.807,NA,1e-6,NA,positive,1e-6,negative,positive,positive
M13,2,2017-06-28,Maruti,6,Blood Fed,Un-identified,26,6-2017,M13 00010,M13 H00010,NA,NA,NA,NA,NA,NA,negative,NA,negative,M13 A00010,31.249,31.56,35.929,36.475,4e-6,3e-6,positive,3.5e-6,positive,positive,positive
M13,2,2017-06-28,Maruti,6,Blood Fed,Un-identified,26,6-2017,M13 00011,M13 H00011,34.282,35.538,NA,NA,NA,NA,negative,NA,positive,M13 A00011,33.83,35.641,NA,NA,NA,NA,negative,NA,positive,negative,positive
M13,2,2017-06-28,Maruti,6,Blood Fed,Un-identified,26,6-2017,M13 00012,M13 H00012,32.494,32.901,34.746,34.421,9e-6,1e-5,positive,9.5e-6,positive,M13 A00012,30.542,30.683,36.906,36.842,3e-6,3e-6,positive,3e-6,positive,positive,positive
M06,2,2017-06-28,Maruti,3,Blood Fed,Un-identified,26,6-2017,M06 00011,M06 H00011,NA,NA,NA,NA,NA,NA,negative,NA,negative,M06 A00011,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M06,2,2017-06-28,Maruti,3,Blood Fed,Un-identified,26,6-2017,M06 00012,M06 H00012,35.629,34.656,NA,NA,NA,NA,negative,NA,positive,M06 A00012,33.632,34.686,NA,NA,NA,NA,negative,NA,positive,negative,positive
M06,2,2017-06-28,Maruti,3,Half Gravid,Un-identified,26,6-2017,M06 00013,M06 H00013,NA,NA,NA,NA,NA,NA,negative,NA,negative,M06 A00013,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M09,2,2017-06-28,Maruti,11,Gravid,Un-identified,26,6-2017,M09 00008,M09 H00008,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00008,NA,NA,37.144,34.893,2e-6,6e-6,positive,4e-6,negative,positive,negative
M09,2,2017-06-28,Maruti,11,Gravid,Un-identified,26,6-2017,M09 00009,M09 H00009,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00009,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M09,2,2017-06-28,Maruti,11,Gravid,Un-identified,26,6-2017,M09 00010,M09 H00010,NA,NA,NA,NA,NA,NA,negative,NA,negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,negative
M09,2,2017-06-28,Maruti,11,Blood Fed,Un-identified,26,6-2017,M09 00011,M09 H00011,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00011,32.069,31.756,38.518,37.775,1e-6,1e-6,positive,1e-6,positive,positive,positive
M09,2,2017-06-28,Maruti,11,Blood Fed,Un-identified,26,6-2017,M09 00012,M09 H00012,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00012,33.683,33.004,NA,37.548,NA,1e-6,positive,1e-6,positive,positive,positive
M09,2,2017-06-28,Maruti,11,Blood Fed,Un-identified,26,6-2017,M09 00013,M09 H00013,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00013,33.379,33.819,NA,NA,NA,NA,negative,NA,positive,negative,positive
M09,2,2017-06-28,Maruti,11,Blood Fed,Un-identified,26,6-2017,M09 00014,M09 H00014,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00014,37.637,35.619,NA,NA,NA,NA,negative,NA,positive,negative,positive
M09,2,2017-06-28,Maruti,11,Half Gravid,Un-identified,26,6-2017,M09 00015,M09 H00015,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00015,36.163,35.072,NA,NA,NA,NA,negative,NA,positive,negative,positive
M09,2,2017-06-28,Maruti,11,Half Gravid,Un-identified,26,6-2017,M09 00016,M09 H00016,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00016,NA,36.855,NA,NA,NA,NA,negative,NA,positive,negative,positive
M09,2,2017-06-28,Maruti,11,Half Gravid,Un-identified,26,6-2017,M09 00017,M09 H00017,34.955,33.395,NA,NA,NA,NA,negative,NA,positive,M09 A00017,33.218,33.112,NA,36.788,NA,2e-6,positive,2e-6,positive,positive,positive
M09,2,2017-06-28,Maruti,11,Un-identified,Un-identified,26,6-2017,M09 00018,M09 H00018,35.687,NA,NA,NA,NA,NA,negative,NA,positive,M09 A00018,36.418,NA,32.651,32.346,2.4e-5,2.9e-5,positive,2.65e-5,positive,positive,positive
M07,3,2017-06-28,Maruti,3,Blood Fed,Un-identified,26,6-2017,M07 00018,M07 H00018,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00018,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,3,2017-06-28,Maruti,3,Blood Fed,Un-identified,26,6-2017,M07 00019,M07 H00019,35.796,35.793,NA,NA,NA,NA,negative,NA,positive,M07 A00019,38.719,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,3,2017-06-28,Maruti,3,Blood Fed,Un-identified,26,6-2017,M07 00020,M07 H00020,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00020,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M04,1,2017-06-28,Maruti,3,Blood Fed,Un-identified,26,6-2017,M04 00001,M04 H00001,NA,NA,NA,NA,NA,NA,negative,NA,negative,M04 A00001,35.751,34.851,NA,NA,NA,NA,negative,NA,positive,negative,positive
M04,1,2017-06-28,Maruti,3,Gravid,Un-identified,26,6-2017,M04 00002,M04 H00002,35.978,34.737,NA,NA,NA,NA,negative,NA,positive,M04 A00002,36.322,34.38,35.804,NA,2.8e-5,NA,positive,2.8e-5,positive,positive,positive
M04,1,2017-06-28,Maruti,3,Gravid,Un-identified,26,6-2017,M04 00003,M04 H00003,35.828,NA,NA,38.277,NA,9e-6,positive,9e-6,positive,M04 A00003,34.815,34.704,NA,NA,NA,NA,negative,NA,positive,positive,positive
M12,1,2017-06-28,Maruti,1,Unfed,Un-identified,26,6-2017,M12 00001,M12 H00001,NA,NA,NA,NA,NA,NA,negative,NA,negative,M12 A00001,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M01,2,2017-06-28,Maruti,3,Blood Fed,Un-identified,26,6-2017,M01 00004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M01,2,2017-06-28,Maruti,3,Blood Fed,Un-identified,26,6-2017,M01 00005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M01,2,2017-06-28,Maruti,3,Blood Fed,Un-identified,26,6-2017,M01 00006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M11,1,2017-06-28,Maruti,1,Unfed,Un-identified,26,6-2017,M11 00001,M11 H00001,NA,35.921,NA,NA,NA,NA,negative,NA,positive,M11 A00001,37.747,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
S01,11,2017-06-29,Sitabicha,1,Unfed,Un-identified,26,6-2017,S01 00003,S01 H00003,37.052,37.803,NA,NA,NA,NA,negative,NA,positive,S01 A00003,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
S03,5,2017-06-29,Sitabicha,1,Unfed,Un-identified,26,6-2017,S03 00002,S03 H00002,35.929,39.14,NA,NA,NA,NA,negative,NA,positive,S03 A00002,34.97,37.903,NA,NA,NA,NA,negative,NA,positive,negative,positive
S08,3,2017-06-29,Sitabicha,1,Blood Fed,Un-identified,26,6-2017,S08 00003,S08 H00003,NA,NA,NA,NA,NA,NA,negative,NA,negative,S08 A00003,33.138,32.312,NA,NA,NA,NA,negative,NA,positive,negative,positive
S06,8,2017-06-29,Sitabicha,3,Unfed,Un-identified,26,6-2017,S06 00001,S06 H00001,NA,NA,NA,NA,NA,NA,negative,NA,negative,S06 A00001,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
S06,8,2017-06-29,Sitabicha,3,Half Gravid,Un-identified,26,6-2017,S06 00002,S06 H00002,NA,NA,NA,NA,NA,NA,negative,NA,negative,S06 A00002,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
S06,8,2017-06-29,Sitabicha,3,Blood Fed,Un-identified,26,6-2017,S06 00003,S06 H00003,NA,34.807,NA,NA,NA,NA,negative,NA,positive,S06 A00003,33.144,33.556,NA,NA,NA,NA,negative,NA,positive,negative,positive
S12,6,2017-06-29,Sitabicha,3,Half Gravid,Un-identified,26,6-2017,S12 00001,S12 H00001,NA,NA,NA,NA,NA,NA,negative,NA,negative,S12 A00001,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
S12,6,2017-06-29,Sitabicha,3,Blood Fed,Un-identified,26,6-2017,S12 00002,S12 H00002,NA,NA,NA,NA,NA,NA,negative,NA,negative,S12 A00002,35.099,37.21,NA,NA,NA,NA,negative,NA,positive,negative,positive
S12,6,2017-06-29,Sitabicha,3,Blood Fed,Un-identified,26,6-2017,S12 00003,S12 H00003,NA,NA,NA,NA,NA,NA,negative,NA,negative,S12 A00003,34.944,34.612,NA,NA,NA,NA,negative,NA,positive,negative,positive
S11,2,2017-06-29,Sitabicha,1,Blood Fed,Un-identified,26,6-2017,S11 00003,S11 H00003,NA,NA,NA,NA,NA,NA,negative,NA,negative,S11 A00003,NA,35.818,NA,NA,NA,NA,negative,NA,positive,negative,positive
K05,2,2017-07-03,Kinesamo,5,Unfed,Un-identified,27,7-2017,K05 00003,K05 H00003,NA,NA,NA,NA,NA,NA,negative,NA,negative,K05 A00003,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K05,2,2017-07-03,Kinesamo,5,Blood Fed,An. gambiae,27,7-2017,K05 00004,K05 H00004,39.173,NA,NA,NA,NA,NA,negative,NA,positive,K05 A00004,NA,NA,35.376,NA,3.4e-5,NA,positive,3.4e-5,negative,positive,positive
K05,2,2017-07-03,Kinesamo,5,Blood Fed,An. gambiae,27,7-2017,K05 00006,K05 H00006,34.294,38.74,NA,37.063,NA,1.5e-5,positive,1.5e-5,positive,K05 A00006,33.397,33.157,33.822,32.813,7e-5,1.12e-4,positive,9.099999999999999e-5,positive,positive,positive
K05,2,2017-07-03,Kinesamo,5,Half Gravid,Un-identified,27,7-2017,K05 00007,K05 H00007,35.531,NA,NA,NA,NA,NA,negative,NA,positive,K05 A00007,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
K05,2,2017-07-03,Kinesamo,5,Blood Fed,An. gambiae,27,7-2017,K05 00005,K05 H00005,34.962,NA,36.727,NA,1.8e-5,NA,positive,1.8e-5,positive,K05 A00005,32.632,32.599,33.937,34.095,6.6e-5,6.1e-5,positive,6.35e-5,positive,positive,positive
K14,2,2017-07-03,Kinesamo,3,Half Gravid,Un-identified,27,7-2017,K14 00002,K14 H00002,NA,34.575,NA,NA,NA,NA,negative,NA,positive,K14 A00002,35.931,34.958,NA,NA,NA,NA,negative,NA,positive,negative,positive
K14,2,2017-07-03,Kinesamo,3,Half Gravid,An. gambiae,27,7-2017,K14 00003,K14 H00003,32.191,33.26,33.709,33.156,1.4e-5,2e-5,positive,1.7e-5,positive,K14 A00003,34.624,34.87,36.37,35.937,3e-6,4e-6,positive,3.5e-6,positive,positive,positive
K14,2,2017-07-03,Kinesamo,3,Blood Fed,An. gambiae,27,7-2017,K14 00004,K14 H00004,30.692,30.56,28.648,28.864,2.84e-4,2.5e-4,positive,2.67e-4,positive,K14 A00004,30.584,31.143,31.984,32.258,3.9e-5,3.4e-5,positive,3.65e-5,positive,positive,positive
K05,3,2017-07-03,Kinesamo,1,Half Gravid,An. gambiae,27,7-2017,K05 00002,K05 H00002,36.716,NA,NA,NA,NA,NA,negative,NA,positive,K05 A00002,35.195,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
K07,2,2017-07-03,Kinesamo,4,Blood Fed,An. gambiae,27,7-2017,K07 00005,K07 H00005,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00005,NA,39.314,NA,NA,NA,NA,negative,NA,positive,negative,positive
K07,2,2017-07-03,Kinesamo,4,Half Gravid,An. gambiae,27,7-2017,K07 00006,K07 H00006,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00006,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
K07,2,2017-07-03,Kinesamo,4,Blood Fed,An. gambiae,27,7-2017,K07 00007,K07 H00007,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00007,29.142,28.922,34.264,35.092,1e-5,6e-6,positive,8.000000000000001e-6,positive,positive,positive
K07,2,2017-07-03,Kinesamo,4,Half Gravid,An. gambiae,27,7-2017,K07 00008,K07 H00008,NA,NA,NA,NA,NA,NA,negative,NA,negative,K07 A00008,34.318,33.575,NA,NA,NA,NA,negative,NA,positive,negative,positive
M11,2,2017-07-04,Maruti,1,Half Gravid,Un-identified,27,7-2017,M11 00002,M11 H00002,NA,NA,NA,NA,NA,NA,negative,NA,negative,M11 A00002,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,4,2017-07-04,Maruti,16,Gravid,An. gambiae,27,7-2017,M07 00021,M07 H00021,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00021,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,4,2017-07-04,Maruti,16,Gravid,An. gambiae,27,7-2017,M07 00022,M07 H00022,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00022,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,4,2017-07-04,Maruti,16,Blood Fed,An. gambiae,27,7-2017,M07 00023,M07 H00023,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00023,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,4,2017-07-04,Maruti,16,Blood Fed,An. gambiae,27,7-2017,M07 00024,M07 H00024,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00024,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,4,2017-07-04,Maruti,16,Blood Fed,An. gambiae,27,7-2017,M07 00025,M07 H00025,35.984,NA,NA,NA,NA,NA,negative,NA,positive,M07 A00025,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M07,4,2017-07-04,Maruti,16,Blood Fed,An. gambiae,27,7-2017,M07 00026,M07 H00026,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00026,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,4,2017-07-04,Maruti,16,Blood Fed,An. funestus,27,7-2017,M07 00027,M07 H00027,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00027,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,4,2017-07-04,Maruti,16,Blood Fed,An. funestus,27,7-2017,M07 00028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,M07 A00028,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,4,2017-07-04,Maruti,16,Half Gravid,An. funestus,27,7-2017,M07 00029,M07 H00029,NA,NA,34.792,34.095,5e-6,8e-6,positive,6.5000000000000004e-6,negative,M07 A00029,NA,NA,NA,NA,NA,NA,negative,NA,negative,positive,negative
M07,4,2017-07-04,Maruti,16,Unfed,An. gambiae,27,7-2017,M07 00030,M07 H00030,NA,39.526,NA,NA,NA,NA,negative,NA,positive,M07 A00030,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M07,4,2017-07-04,Maruti,16,Gravid,An. gambiae,27,7-2017,M07 00031,M07 H00031,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00031,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M07,4,2017-07-04,Maruti,16,Gravid,An. funestus,27,7-2017,M07 00032,M07 H00032,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00032,NA,36.338,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,4,2017-07-04,Maruti,16,Blood Fed,An. funestus,27,7-2017,M07 00033,M07 H00033,37.466,NA,NA,NA,NA,NA,negative,NA,positive,M07 A00033,NA,35.997,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,4,2017-07-04,Maruti,16,Blood Fed,Un-identified,27,7-2017,M07 00034,M07 H00034,NA,NA,NA,NA,NA,NA,negative,NA,negative,M07 A00034,36.446,36.008,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,4,2017-07-04,Maruti,16,Gravid,An. gambiae,27,7-2017,M07 00035,M07 H00035,35.672,35.62,NA,NA,NA,NA,negative,NA,positive,M07 A00035,33.613,35.548,NA,NA,NA,NA,negative,NA,positive,negative,positive
M07,4,2017-07-04,Maruti,16,Unfed,An. gambiae,27,7-2017,M07 00036,M07 H00036,NA,35.639,NA,NA,NA,NA,negative,NA,positive,M07 A00036,35.969,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
M14,3,2017-07-04,Maruti,13,Half Gravid,An. gambiae,27,7-2017,M14 00008,M14 H00008,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00008,39.067,NA,NA,38.243,NA,3e-6,positive,3e-6,positive,positive,positive
M14,3,2017-07-04,Maruti,13,Half Gravid,An. gambiae,27,7-2017,M14 00009,M14 H00009,NA,NA,35.404,NA,1.4e-5,NA,positive,1.4e-5,negative,M14 A00009,NA,NA,NA,39.275,NA,1e-6,positive,1e-6,negative,positive,negative
M14,3,2017-07-04,Maruti,13,Unfed,An. gambiae,27,7-2017,M14 00010,M14 H00010,37.071,35.563,NA,NA,NA,NA,negative,NA,positive,M14 A00010,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
M14,3,2017-07-04,Maruti,13,Gravid,An. gambiae,27,7-2017,M14 00011,M14 H00011,NA,37.89,NA,NA,NA,NA,negative,NA,positive,M14 A00011,35.689,33.923,NA,NA,NA,NA,negative,NA,positive,negative,positive
M14,3,2017-07-04,Maruti,13,Gravid,An. gambiae,27,7-2017,M14 00012,M14 H00012,30.79,30.925,NA,NA,NA,NA,negative,NA,positive,M14 A00012,31.627,31.57,NA,NA,NA,NA,negative,NA,positive,negative,positive
M14,3,2017-07-04,Maruti,13,Gravid,An. gambiae,27,7-2017,M14 00013,M14 H00013,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00013,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M14,3,2017-07-04,Maruti,13,Half Gravid,An. gambiae,27,7-2017,M14 00014,M14 H00014,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00014,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M14,3,2017-07-04,Maruti,13,Half Gravid,An. gambiae,27,7-2017,M14 00015,M14 H00015,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00015,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M14,3,2017-07-04,Maruti,13,Gravid,An. gambiae,27,7-2017,M14 00016,M14 H00016,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00016,NA,36.14,NA,NA,NA,NA,negative,NA,positive,negative,positive
M14,3,2017-07-04,Maruti,13,Gravid,Un-identified,27,7-2017,M14 00017,M14 H00017,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00017,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M14,3,2017-07-04,Maruti,13,Blood Fed,An. gambiae,27,7-2017,M14 00018,M14 H00018,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00018,34.12,37.447,34.085,35.002,2.9e-5,1.7e-5,positive,2.3e-5,positive,positive,positive
M14,3,2017-07-04,Maruti,13,Blood Fed,An. gambiae,27,7-2017,M14 00019,M14 H00019,36.055,NA,NA,NA,NA,NA,negative,NA,positive,M14 A00019,35.675,39.978,NA,NA,NA,NA,negative,NA,positive,negative,positive
M14,3,2017-07-04,Maruti,13,Blood Fed,Un-identified,27,7-2017,M14 00020,M14 H00020,NA,NA,NA,NA,NA,NA,negative,NA,negative,M14 A00020,34.043,NA,NA,NA,NA,NA,negative,NA,positive,negative,positive
M09,3,2017-07-04,Maruti,9,Half Gravid,Un-identified,27,7-2017,M09 00019,M09 H00019,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00019,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M09,3,2017-07-04,Maruti,9,Gravid,An. gambiae,27,7-2017,M09 00020,M09 H00020,32.449,32.752,NA,NA,NA,NA,negative,NA,positive,M09 A00020,33.159,33.767,NA,NA,NA,NA,negative,NA,positive,negative,positive
M09,3,2017-07-04,Maruti,9,Gravid,An. gambiae,27,7-2017,M09 00021,M09 H00021,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00021,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M09,3,2017-07-04,Maruti,9,Gravid,Un-identified,27,7-2017,M09 00022,M09 H00022,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00022,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M09,3,2017-07-04,Maruti,9,Gravid,Un-identified,27,7-2017,M09 00023,M09 H00023,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00023,32.621,32.822,38.238,37.373,1e-6,2e-6,positive,1.5e-6,positive,positive,positive
M09,3,2017-07-04,Maruti,9,Unfed,An. salbaii,27,7-2017,M09 00024,M09 H00024,32.416,32.231,37.656,36.256,1e-6,3e-6,positive,2e-6,positive,M09 A00024,32.766,33.447,34.454,36.467,9e-6,3e-6,positive,6e-6,positive,positive,positive
M09,3,2017-07-04,Maruti,9,Gravid,An. salbaii,27,7-2017,M09 00025,M09 H00025,NA,NA,NA,NA,NA,NA,negative,NA,negative,M09 A00025,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M09,3,2017-07-04,Maruti,9,Blood Fed,Un-identified,27,7-2017,M09 00026,M09 H00026,34.744,33.448,35.313,35.64,5e-6,5e-6,positive,5e-6,positive,M09 A00026,32.397,31.533,37.555,36.95,1e-6,2e-6,positive,1.5e-6,positive,positive,positive
M09,3,2017-07-04,Maruti,9,Gravid,Un-identified,27,7-2017,M09 00027,M09 H00027,NA,NA,NA,NA,NA,NA,negative,NA,negative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,negative
M15,2,2017-07-04,Maruti,8,Gravid,Un-identified,27,7-2017,M15 00008,M15 H00008,NA,NA,NA,NA,NA,NA,negative,NA,negative,M15 A00008,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M15,2,2017-07-04,Maruti,8,Unfed,An. funestus,27,7-2017,M15 00009,M15 H00009,NA,NA,NA,NA,NA,NA,negative,NA,negative,M15 A00009,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M15,2,2017-07-04,Maruti,8,Blood Fed,An. gambiae,27,7-2017,M15 00010,M15 H00010,NA,NA,NA,NA,NA,NA,negative,NA,negative,M15 A00010,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,negative
M15,2,2017-07-04,Maruti,8,Half Gravid,An. gambiae,27,7-2017,M15 00011,M15 H00011,NA,37.483,NA,NA,NA,NA,negative,NA,positive,M15 A00011,NA,NA,NA,NA,NA,NA,negative,NA,negative,negative,positive
